id,parola_target,parola_vietata1,parola_vietata2,parola_vietata3,parola_vietata4,parola_vietata5
380,PYRAMID,EGYPT,PHARAOH,DESERT,MONUMENT,TRIANGULAR
381,DAISY,FLOWER,WHITE,MEADOW,PETALS,YELLOW
382,CLOTHESPIN,LAUNDRY,HANG,CLOTHES,SQUEEZE,DRY
383,TENT,CAMPING,SLEEP,OUTDOORS,POLES,FABRIC
384,INKWELL,INK,PEN,WRITE,ANCIENT,CONTAINER
385,TOP,GAME,SPIN,CHILDREN,ROTATION,LAUNCH
386,FRAME,PHOTOGRAPH,PICTURE,BORDER,IMAGE,WALL
387,JAR,GLASS,PRESERVE,CLOSURE,CONTAINER,KITCHEN
388,SPOON,EAT,CUTLERY,TABLE,SOUP,TABLE
389,OVEN,KITCHEN,BAKE,HOT,APPLIANCE,PIZZA
390,LACE,SHOES,TIE,STRINGS,KNOT,FOOTWEAR
391,BEACH UMBRELLA,BEACH,SUN,SHADE,SUMMER,SEA
392,BOARD,SURF,SEA,WAVES,BALANCE,SPORT
393,BRACELET,WRIST,JEWEL,WEAR,METAL,DECORATION
394,PARROT,BIRD,TALK,COLORFUL,TROPICAL,REPEAT
395,HOURGLASS,TIME,SAND,FLOW,MEASURE,GLASS
396,SHELL,SEA,BEACH,MOLLUSK,SPIRAL,COLLECT
397,MISSILE,ROCKET,LAUNCH,WEAPON,EXPLOSION,WAR
398,MAGNET,ATTRACTION,METAL,MAGNETIC,FRIDGE,POLE
399,FAN,SUMMER,AIR,WAVE,HOT,HAND
400,BOLT,SCREW,SCREW IN,MECHANICS,METAL,NUT
401,COFFEE MAKER,COFFEE,MOKA,KITCHEN,MORNING,ESPRESSO
402,THUNDER,STORM,NOISE,LIGHTNING,TEMPEST,LOUD
403,MEADOW,GRASS,GREEN,FLOWERS,FIELD,NATURE
404,NAIL,HAMMER,HIT,METAL,TIP,WOOD
405,WATERING CAN,WATER,WATER,PLANTS,GARDEN,POUR
406,CUP,DRINK,COFFEE,HANDLE,LIQUID,CERAMIC
407,LID,POT,COVER,KITCHEN,CLOSE,COOK
408,SCALE,WEIGH,WEIGHT,MEASURE,BALANCE,KITCHEN
409,TILE,FLOOR,CERAMIC,BATHROOM,COVER,LAY
410,ORANGE,FRUIT,CITRUS,JUICE,SQUEEZE,PEEL
411,VOLCANO,MOUNTAIN,ERUPTION,LAVA,MAGMA,FIRE
412,BLUEBERRY,FRUIT,FOREST,SMALL,BLUE,WILD
413,ELEVATOR,GO UP,GO DOWN,BUILDING,FLOORS,CABIN
414,NAPKIN,DRY,HANDS,BATHROOM,MOIST,SMALL
415,COIN,MONEY,METAL,ROUND,CENT,CHANGE
416,SUNFLOWER,FLOWER,YELLOW,SUN,SEEDS,TALL
417,FINE,PAY,VIOLATION,POLICE,TICKET,TRAFFIC OFFICER
418,BATHTUB,BATHROOM,WATER,WASH,SOAK,FAUCET
419,SAILBOAT,SHIP,SAIL,SEA,WIND,NAVIGATE
420,APRICOT,FRUIT,ORANGE,PIT,SUMMER,SWEET
421,WHALE,SEA,BIG,OCEAN,MAMMAL,AQUATIC
422,ARMCHAIR,SIT,COMFORTABLE,LIVING ROOM,RELAX,ARMRESTS
423,POSTCARD,GREETINGS,VACATION,IMAGE,STAMP,SEND
424,CINNAMON,SPICE,AROMA,SWEETS,STICK,PERFUME
425,FIRECRACKER,EXPLOSION,NOISE,NEW YEAR,FIRE,THROW
426,HUT,FOREST,WOOD,SMALL,SHELTER,SIMPLE
427,AVALANCHE,SNOW,MOUNTAIN,FALL,DANGER,SKIER
428,SKATES,ICE,SLIDE,BLADE,SPORT,WINTER
429,ENVELOPE,LETTER,PAPER,SEND,CONTAIN,MAIL
430,SCOOTER,WHEELS,PUSH,CHILDREN,SMALL,STREET
431,SLICE,CAKE,CUT,PART,PORTION,TRIANGLE
432,THUMBTACK,WALL,HANG,SMALL,METAL,ATTACH
433,KNEE PAD,PROTECTION,KNEE,FALL,SPORT,VOLLEYBALL
434,LADLE,KITCHEN,SERVE,SOUP,BROTH,COOK
435,POWDER,FACE,MAKEUP,POWDER,COSMETICS,COVER
436,PEPPER,SPICE,HOT,BLACK,GRIND,SEASONING
437,LEASH,DOG,WALK,HOLD,STREET,COLLAR
438,COTTON BALL,COTTON,SOFT,SMALL,CLEAN,WHITE
439,RAY,SUN,LIGHT,LINE,CROSS,STRAIGHT
440,SHEARS,CUT,GARDEN,HEDGE,BIG,SCISSORS
441,COMB,HAIR,TEETH,STYLE,COMB,HAIRDRESSER
442,SNOWMAN,SNOW,WINTER,CHILDREN,CARROT,BUILD
443,REMOTE CONTROL,TELEVISION,BUTTONS,CHANGE,CHANNEL,CONTROL
444,THIMBLE,SEW,FINGER,NEEDLES,PROTECTION,SEWING
445,FIR,TREE,CHRISTMAS,PINE,NEEDLES,GREEN
446,ORIGAMI,PAPER,FOLD,JAPANESE,FIGURE,ART
447,TRICYCLE,CHILDREN,WHEELS,PEDAL,SMALL,GAME
448,COLANDER,PASTA,DRAIN,WATER,KITCHEN,HOLES
449,RAFT,FLOAT,WOOD,SHIPWRECK,WATER,SEA
450,PASSPORT,TRAVEL,ABROAD,DOCUMENT,PHOTO,BORDER
451,MANDARIN,FRUIT,CITRUS,SEGMENTS,ORANGE,PEEL
452,PILLOW,BED,SLEEP,SOFT,HEAD,REST
453,CARD,DOCUMENT,PLASTIC,IDENTIFY,ASSOCIATION,CARD
454,MATCH,LIGHT,FIRE,WOOD,SULFUR,FLAME
455,KNOB,DOOR,OPEN,TURN,HANDLE,ROUND
456,CHAMOMILE,TEA,CALM,FLOWER,WHITE,RELAXING
457,BRUSH,HAIR,COMB,BRISTLES,HAIRSTYLE,SMOOTH
458,USB,FLASH DRIVE,DATA,COMPUTER,MEMORY,SMALL
459,ICE CREAM,COLD,CONE,SUMMER,FLAVOR,CUP
460,SCARECROW,FIELD,BIRDS,STRAW,SCARE,CLOTHES
461,PARCHMENT,ANCIENT,SCROLL,DIPLOMA,PAPER,WRITE
462,POLENTA,CORN,YELLOW,DISH,FLOUR,CORNMEAL
463,BRUSH,PAINT,BRISTLES,COLOR,PAINTING,PICTURE
464,CRUMB,BREAD,INSIDE,CRUMBS,SOFT,REMOVE
465,MATCH,LIGHT,FIRE,SULFUR,WOOD,FLAME
466,CLOVER,LUCK,GREEN,FOUR-LEAF,MEADOW,IRISH
467,MAP,CHART,ORIENT,GEOGRAPHY,STREETS,LOCATION
468,FUNNEL,POUR,LIQUID,CONE,BOTTLE,OPENING
469,JELLYFISH,SEA,TENTACLES,STINGING,TRANSPARENT,SWIM
470,DIVING BOARD,JUMP,POOL,DIVE,ELASTIC,HEIGHT
471,GUTTER,RAIN,WATER,ROOF,HOUSE,DRAIN
472,DAM,WATER,BLOCK,RIVER,ELECTRICITY,BASIN
473,BOLT,DOOR,CLOSE,SECURITY,SLIDING,LOCK
474,TOAST,GLASSES,CELEBRATE,RAISE,CHEERS,WINE
475,SLEIGH,SNOW,SANTA,CHRISTMAS,SLIDE,WINTER
476,SNAIL,SLOW,SHELL,SLIME,HORNS,GARDEN
477,POTATO,TUBER,EARTH,COOK,FRIES,MASH
478,CLAY,EARTH,SHAPE,CERAMIC,MUD,SCULPTURE
479,BAGPIPE,INSTRUMENT,CHRISTMAS,WIND,BAGPIPE,SHEPHERD
480,APRICOT,FRUIT,SUMMER,ORANGE,PIT,PULP
481,KITE,WIND,FLY,STRING,SKY,CHILDREN
482,MANDREL,WOOD,LATHE,WORK,CARPENTER,BLOCK
483,COOKIE,SWEET,OVEN,SNACK,CRUMBLY,TEA
484,CRAFT,ARTISAN,HANDS,WORK,CREATE,SKILL
485,CHAMELEON,REPTILE,COLOR,CHANGE,TONGUE,CAMOUFLAGE
486,YEAST,BREAD,GROW,PIZZA,DOUGH,INGREDIENT
487,BUTTON,SHIRT,SEW,CLOTHES,CLOSURE,CLOTHING
488,BLENDER,FRUIT,MIXER,APPLIANCE,SMOOTHIE,BLADES
489,CORIANDER,SPICE,KITCHEN,SEEDS,ETHNIC,AROMATIC
490,PISTACHIO,FRUIT,NUT,GREEN,SHELL,SALTY
491,TRUMPET,INSTRUMENT,BRASS,PLAY,WIND,JAZZ
492,SAGE,HERB,AROMATIC,KITCHEN,LEAVES,FLAVOR
493,ZIPPER,CLOSURE,CLOTHES,OPEN,ZIP,JACKET
494,VELCRO,ATTACH,CLOSURE,SHOES,FABRIC,TEAR
495,CRAFT,WORK,MANUAL,ARTISAN,SKILL,TRADITION
496,PLUSH,TOY,SOFT,TEDDY BEAR,CHILDREN,FABRIC
497,PINWHEEL,WIND,TURN,CHILDREN,COLORFUL,MOVEMENT
498,BUNCH,GRAPE,FRUIT,WINE,BERRIES,VINE
499,CANARY,BIRD,YELLOW,CAGE,SING,SMALL
500,NAPKIN,TABLE,MOUTH,CLEAN,PAPER,FABRIC
501,ASPARAGUS,VEGETABLE,GREEN,SPRING,STEM,VEGGIE
502,PADLOCK,KEY,CLOSE,SECURITY,METAL,CHAIN
503,CAULDRON,POT,COOK,HANDLE,METAL,BIG
504,SAUCER,CUP,COFFEE,SMALL,ROUND,REST
505,BASEBOARD,WALL,FLOOR,WOOD,COVER,EDGE
506,NIPPLE,BREAST,CHEST,PINK,MILK,NURSE
507,PYLON,ELECTRICITY,METAL,TALL,CABLES,CURRENT
508,FJORD,NORWAY,SEA,INLET,MOUNTAIN,WATER
509,ROSEMARY,HERB,AROMATIC,KITCHEN,PERFUME,MEAT
510,DANDELION,FLOWER,LION,TOOTH,YELLOW,BLOW
511,SCREWDRIVER,SCREW,SCREW IN,TIP,TOOL,TURN
512,LIFEBOAT,RESCUE,SEA,SHIP,EMERGENCY,SHIPWRECK
513,LIZARD,REPTILE,TAIL,SUN,WALL,GREEN
514,WINDSHIELD,CAR,GLASS,FRONT,WIPERS,VISION
515,SCORPION,INSECT,STING,VENOMOUS,TAIL,CLAWS
516,SYRUP,SWEET,THICK,POUR,MEDICINAL,LIQUID
517,HANDLE,DOOR,OPEN,HAND,TURN,LOCK
518,PEACOCK,BIRD,TAIL,COLORFUL,FEATHERS,WHEEL
519,TREASURE,CHEST,PIRATES,COINS,HIDDEN,SEEKERS
520,BLUEBERRY,FRUIT,RED,SMALL,WILD,FOREST
521,BOTTLE,GLASS,LIQUID,CONTAINER,CAP,POUR
522,WHEELBARROW,GARDEN,TRANSPORT,WHEEL,WORK,TOOL
523,HANGER,CLOTHES,CLOTHES,CLOSET,HANG,METAL
524,SUITCASE,TRAVEL,CLOTHES,LUGGAGE,VACATION,AIRPORT
525,KEYBOARD,COMPUTER,WRITE,KEYS,TYPE,FINGERS
526,ASHTRAY,CIGARETTES,ASH,SMOKE,REST,EMPTY
527,MANNEQUIN,STORE,CLOTHING,DISPLAY,CLOTHES,PLASTIC
528,FENNEL,VEGETABLE,ANISE,SALAD,SEEDS,WHITE
529,OWL,BIRD,NIGHT,EYES,RAPTOR,WISE
530,HAMMER,NAIL,HIT,CARPENTER,METAL,TOOL
531,ONION,VEGETABLE,CRY,CUT,RINGS,BULB
532,PAPER CLIP,PAPER,ATTACH,SMALL,METAL,OFFICE
533,STRUDEL,SWEET,APPLES,PASTRY,AUSTRIAN,CINNAMON
534,SINK,WATER,BATHROOM,FAUCET,WASH,CERAMIC
535,SWALLOW,BIRD,FLY,MIGRATE,SPRING,NEST
536,CRAYON,COLOR,WAX,DRAW,CHILDREN,SOFT
537,MOSAIC,TILES,ART,COMPOSITION,IMAGE,COLORFUL
538,ACORN,OAK,TREE,SQUIRREL,FOREST,FRUIT
539,STAR,SKY,NIGHT,BRIGHT,DOTS,SPACE
540,SPINNING WHEEL,SPIN,WOOL,ANCIENT,LOOM,THREAD
541,COOKIES,SWEETS,OVEN,SNACK,CRUMBLY,BUTTER
542,CUBE,GEOMETRY,FACES,GAME,SQUARE,THREE-DIMENSIONAL
543,CREED,FAITH,RELIGION,BELIEVE,SPIRITUAL,PERSONAL
544,APRON,KITCHEN,COOK,STAINS,PROTECTION,WEAR
545,DUNE,SAND,DESERT,SEA,WIND,HILL
546,CRAB,SEA,CLAWS,SAND,WALK,CRUSTACEAN
547,PIGGY BANK,SAVE,PIGLET,MONEY,COINS,BREAK
548,BAND-AID,WOUND,PROTECT,ADHESIVE,SKIN,MEDICATE
549,CYPRESS,TREE,GREEN,CEMETERY,TALL,NARROW
550,COMB,HAIR,TEETH,HAIRSTYLE,HAIRDRESSER,SMOOTH
551,DRILL,DRILL,WALL,ELECTRIC,TIP,SCREW
552,RABBIT,EARS,CARROT,JUMP,ANIMAL,FUR
553,DRUM,BATTERY,PERCUSSION,PLAY,STICKS,RHYTHM
554,PUZZLE,GAME,DIFFICULT,SOLUTION,RIDDLE,THINK
555,BIB,BABY,EAT,NECK,DIRTY,PROTECT
556,MOKA,COFFEE,MORNING,KITCHEN,ESPRESSO,NEAPOLITAN
557,SHELF,LIBRARY,SHELVES,BOOKS,OBJECTS,REST
558,SHELF,WALL,REST,OBJECTS,SHELF,SUPPORT
559,STAMP,ENVELOPE,MAIL,LETTER,POSTAGE,COLLECTION
560,PAPER CLIP,PAPER,OFFICE,METAL,PIN,SMALL
561,DEW,MORNING,DROPS,GRASS,HUMIDITY,FRESH
562,BOOKMARK,BOOK,PAGE,MARK,RIBBON,STOP
563,FAUCET,WATER,SINK,BATHROOM,OPEN,CLOSE
564,TART,SWEET,PASTRY,SHORTCRUST,JAM,FRUIT
565,MILL,WIND,BLADES,FLOUR,WHEAT,GRIND
566,WALLET,MONEY,CARDS,POCKET,BILLS,DOCUMENT
567,BOW,GIFT,RIBBON,PACKAGE,TIE,DECORATION
568,STREETLIGHT,STREET,LIGHT,NIGHT,ILLUMINATE,TALL
569,PINWHEEL,WIND,COLORFUL,TURN,CHILDREN,ROTATE
570,BAT,FLY,NIGHT,WINGS,HEAD,UPSIDE
571,HOURGLASS,TIME,SAND,FLOW,MEASURE,GLASS
572,THIMBLE,SEW,FINGER,PROTECTION,NEEDLE,SEAMSTRESS
573,GRATER,CHEESE,KITCHEN,METAL,HOLES,GRATE
574,HUNTER,RIFLE,ANIMALS,GAME,SHOOT,FOREST
575,TWEEZERS,EYEBROWS,SMALL,EXTRACT,HAIR,METAL
576,LOVER,RELATIONSHIP,LOVE,SECRET,PASSION,BETRAYAL
577,PIROUETTE,DANCE,TURN,BALLERINA,ROTATE,CLASSICAL
578,BAIT,FISH,ATTRACT,FISH,HOOK,WORM
579,STETHOSCOPE,DOCTOR,LISTEN,HEART,BEAT,INSTRUMENT
580,LENS,MAGNIFY,GLASS,SMALL,SEE,MAGNIFICATION
581,POLENTA,FLOUR,CORN,YELLOW,DISH,KITCHEN
582,BASKET,WICKER,CONTAINER,FRUIT,PICNIC,WOVEN
583,TOPAZ,STONE,PRECIOUS,JEWEL,YELLOW,GEM
584,LACE,FABRIC,DECORATION,WEAVING,ELEGANT,LACE
585,OREGANO,SPICE,PIZZA,KITCHEN,MEDITERRANEAN,HERB
586,PRINTER,COMPUTER,PAPER,DOCUMENT,INK,OFFICE
587,WHEELBARROW,GARDEN,WHEEL,TRANSPORT,TOOL,EARTH
588,MEMED,INTERNET,JOKE,VIRAL,CATCHPHRASE,OBSOLETE
589,SPOT,RECOGNIZE,SEE,NOTICE,IDENTIFY,CATCH
590,ZIOPER,EXCLAMATION,SLANG,YOUTH,AMAZEMENT,SURPRISE
591,DISSING,INSULT,RAP,BATTLE,CHALLENGE,PROVOKE
592,INSTAGRAMMABLE,PHOTO,SOCIAL,PERFECT,SHOT,AESTHETIC
593,FERRAGNI,INFLUENCER,ENTREPRENEUR,FASHION,CHIARA,FEDEZ
594,HYPED,ENTHUSIASTIC,EXCITED,MOTIVATED,PUMPED,ENERGY
595,SCAMMED,FRAUD,DECEIVED,ONLINE,CHEATED,MONEY
596,BERLUSCONI,POLITICS,MEDIASET,SILVIO,PREMIER,MILAN
597,NETFLIX,SERIES,STREAMING,PLATFORM,WATCH,SUBSCRIPTION
598,PERACOTTARO,ROMAN,BOOR,ROUGH,ARROGANT,TACKY
599,KYOTO,JAPAN,CITY,ANCIENT,TEMPLE,CAPITAL
600,PARACULATA,CUNNING,TRICK,LOOPHOLE,CUNNING,ITALIAN
601,XYLOGRAPHY,ENGRAVING,WOOD,PRINTING,ANCIENT,ART
602,SHAKE,COCKTAIL,MIX,DRINKS,DRINK,BARTENDER
603,DRAG,DISGUISE,MAKEUP,EXAGGERATED,RUPAUL,SHOW
604,GYPSY TRIP,VACATION,FRIENDS,OUTING,FUN,JOVIAL
605,MUFFLED,SILENT,CAUTIOUS,SOFT,DISCREET,CAREFUL
606,SHIP,COUPLE,RELATIONSHIP,CHARACTERS,FICTION,DESIRE
607,ZUCKERBERG,FACEBOOK,META,MARK,SOCIAL,BILLIONAIRE
608,FOMO,FEAR,LOSE,OCCASION,ANXIETY,EXCLUDED
609,APERICENA,APERITIF,DINNER,DRINK,SOCIALIZE,BUFFET
610,FLUFF,INSUBSTANTIAL,USELESS,QUALITY,POOR,DECEPTIVE
611,PARTHENOPEAN,NAPLES,NEAPOLITAN,CAMPANIA,GULF,SOUTH
612,ZOOLANDER,MOVIE,FASHION,COMEDY,BLUE,STEEL
613,CRACK,PASSWORD,HACKER,VIOLATE,SOFTWARE,SECURITY
614,ONOMATOPOEIA,SOUND,WORD,REPRODUCE,VERSION,LINGUISTIC
615,TACKY,BOOR,VULGAR,EXAGGERATED,TACKY,KITSCH
616,CATCH,TAKE,CONQUER,GRAB,REACH,CAPTURE
617,STALK,SPY,FOLLOW,OBSESSION,SOCIAL,CONTROL
618,BITTER,ENVY,JEALOUS,ANGER,COMPLAIN,PISSED
619,PHOTOGENIC,BEAUTIFUL,IMAGE,PHOTO,APPEAR,CAMERA
620,BINGE-WATCHING,SERIES,MARATHON,EPISODES,WATCH,ADDICTION
621,PROCRASTINATE,POSTPONE,LAZINESS,DUTY,TIME,DELAY
622,FREUD,PSYCHOANALYSIS,UNCONSCIOUS,SIGMUND,PSYCHOLOGY,VIENNA
623,EDINBURGH,SCOTLAND,CITY,CASTLE,FESTIVAL,CAPITAL
624,FISHMONGER,MARKET,ROMAN,FISH,DIALECT,SELLER
625,FLIX,WATCH,STREAMING,SERIES,TELEVISION,EPISODES
626,SUPERCALIFRAGILISTICEXPIALIDOCIOUS,MARY,POPPINS,LONG,ABSURD,DIFFICULT
627,MANSPLAINING,MAN,EXPLAIN,CONDESCENDING,FEMINISM,SUPERIOR
628,COOL,LIKE,COOL,APPRECIATE,YOUTH,SLANG
629,DASPO,STADIUM,BAN,SOCCER,FANS,POLICE
630,SHAZAM,SONG,RECOGNIZE,APPLICATION,MUSIC,TITLE
631,TOKYO,JAPAN,CAPITAL,CITY,ASIA,OLYMPICS
632,DICKPIC,PHOTO,INTIMATE,MALE,INAPPROPRIATE,MESSAGE
633,SERENDIPITY,CHANCE,LUCKY,DISCOVERY,UNEXPECTED,HAPPY
634,ZELIG,COMEDY,PROGRAM,TELEVISION,CABARET,LAUGHTER
635,HACKATHON,COMPUTING,PROGRAMMING,COMPETITION,TEAM,DEVELOPERS
636,PUSHER,DRUGS,SELL,DEAL,ILLEGAL,STREET
637,SLOTH,ANIMAL,SLOW,LAZY,TROPICAL,TREE
638,CATCHPHRASE,SONG,SUMMER,REPETITIVE,CATCHY,HIT
639,TARANTINO,DIRECTOR,MOVIE,QUENTIN,VIOLENT,PULP
640,FLEX,SHOW OFF,SHOW,BOAST,WEALTH,EXHIBIT
641,CATCH,DISCOVER,CATCH,SURPRISE,CATCH,CUNNING
642,TICK,INSECT,BLOOD,PARASITE,FOREST,BITE
643,DICKTATORSHIP,SEXISM,OPPRESSION,POWER,PATRIARCHY,CONTROL
644,STICAZZI,INDIFFERENCE,ROMAN,IGNORE,PROBLEM,DISINTEREST
645,DISCORD,DISCORD,SOW,DIVISION,CONFLICT,DISPUTE
646,GROVEL,SUBMISSIVE,LOVE,DIGNITY,CRAWL,WORSHIP
647,KUBRICK,DIRECTOR,MOVIE,STANLEY,ORANGE,SHINING
648,SERENDIPITOUS,RANDOM,LUCKY,UNEXPECTED,POSITIVE,DISCOVERY
649,XENOPHOBE,FOREIGNER,FEAR,HATRED,RACISM,INTOLERANCE
650,ZUCCHINI,VEGETABLE,GREEN,VEGGIE,COOK,LONG
651,PRAGUE,CZECH,REPUBLIC,CITY,BRIDGE,EUROPEAN
652,BALOTELLI MOVE,SOCCER,MARIO,BEHAVIOR,ABSURD,UNPREDICTABLE
653,YUPPIE,YOUNG,CAREER,EIGHTIES,AMBITIOUS,YEAR
654,TRUMPIAN,POLITICS,AMERICA,DONALD,EXTREME,POPULIST
655,ZOOMBOOMER,ELDERLY,TECHNOLOGY,INCAPABLE,CLUMSY,VIDEO CALL
656,MASTERCHEF,COOKING,PROGRAM,TELEVISION,CONTESTANTS,JUDGES
657,ZAPPING,REMOTE CONTROL,CHANGE,CHANNEL,TELEVISION,JUMP
658,ZEPPOLA,SWEET,FRIED,NAPLES,SAINT,JOSEPH
659,DOORMAT,DOOR,CLEAN,SHOES,ENTRANCE,DIRTY
660,ONIRONAUT,DREAM,TRAVEL,LUCID,CONTROL,SLEEP
661,SHARE,SHARE,POST,SOCIAL,PUBLISH,FORWARD
662,ASTOLFO,PALADIN,ORLANDO,FURIOSO,HIPPOGRIFF,POEM
663,ZOOM,MAGNIFY,CAMERA,DETAIL,APPROACH,LENS
664,AMARCORD,MEMORY,FELLINI,NOSTALGIA,PAST,REMEMBRANCE
665,VATICAN,POPE,CITY,STATE,ROME,CHURCH
666,NERD,OBSESSION,GAMES,TECHNOLOGY,CULTURE,GEEK
667,ZUMBA,DANCE,FITNESS,LESSON,MUSIC,LATIN
668,ANACOLUTHON,GRAMMAR,ERROR,SYNTAX,SENTENCE,INCOMPLETE
669,SHARKNADO,MOVIE,SHARKS,TORNADO,ABSURD,CATASTROPHE
670,EDWARDIAN,EPOCH,ENGLAND,STYLE,VICTORIAN,HISTORICAL
671,TRIGGER,UNLEASH,REACTION,EMOTIONAL,IRRITATE,SENSITIVE
672,HASSLE,FATIGUE,PROBLEMS,BOREDOM,EFFORT,ANNOYANCE
673,YAKUZA,MAFIA,JAPAN,TATTOOS,CRIMINAL,ORGANIZATION
674,GROVELING,SUBMISSION,DIGNITY,RELATIONSHIP,ACCEPT,DOORMAT
675,BACKPACKER,BACKPACK,TRAVELER,ECONOMY,ADVENTURE,HOSTEL
676,TWERK,DANCE,MOVEMENT,BUTT,TWERKING,MUSIC
677,ORWELLIAN,DYSTOPIA,CONTROL,GEORGE,BIG,BROTHER
678,FREAKED OUT,NERVOUS,ANGRY,MADNESS,OUT,CONTROL
679,BAN,EXCLUDE,SOCIAL,BLOCK,GROUP,FORBID
680,MESS,CONFUSION,DISORDER,MESS,MIXTURE,CHAOS
681,DEBRANDING,BRAND,REDUCE,MINIMALISM,LOGO,MARKETING
682,FLOP,FAIL,FAILURE,FIASCO,RESULT,POOR
683,TAFAZZIAN,SELF-HARM,SELF-SABOTAGE,CHARACTER,COMEDY,BOTTLE
684,BOOMER,GENERATION,ELDERLY,ATTITUDE,OUTDATED,OK
685,JINX,BAD LUCK,WISH,EVIL EYE,NEGATIVE,ATTRACT
686,HYPERBOLE,EXAGGERATION,FIGURE,RHETORIC,EXTREME,EXCESS
687,QUIRINAL,PRESIDENT,PALACE,ROME,REPUBLIC,HILL
688,LOCKDOWN,PANDEMIC,CLOSURE,RESTRICTION,HOUSE,COVID
689,OBVIOUS,OBVIOUS,OBVIOUS,BANAL,EVIDENT,TAUTOLOGY
690,PRANKSTER,JOKER,PRANKSTER,PLAYFUL,LIVELY,NICE
691,TACKY COLLECTION,COLLECTION,TACKY,BEHAVIORS,CULTURE,BOOR
692,YAWNING,YAWN,BOREDOM,DROWSINESS,CONTAGIOUS,MOUTH
693,GET WASTED,ALCOHOL,DRINK,GET DRUNK,PARTY,BOTTLE
694,WALL,IGNORE,MESSAGES,VIEW,RESPOND,CHAT
695,YOUTUBER,VIDEO,CREATOR,CONTENT,PLATFORM,FOLLOWERS
696,POST,PUBLISH,SOCIAL,SHARE,PHOTO,ONLINE
697,XENOPHILIA,FOREIGNER,LOVE,CULTURE,DIFFERENT,ATTRACTION
698,ZEROCALCARE,COMICS,ROMAN,MICHELE,REBIBBIA,STRIPS
699,WANDERLUST,TRAVEL,DESIRE,EXPLORE,WORLD,ADVENTURE
700,VEGANISM,DIET,ANIMALS,MEAT,VEGETABLE,ETHICS
701,CHAIR SHOT,HIT,CHAIR,WRESTLING,FIGHT,SPECTACULAR
702,WONKA,CHOCOLATE,FACTORY,MOVIE,JOHNNY,DEPP
703,WALL YOURSELF,IGNORE,CHAT,RESPOND,VIEW,PHONE
704,DRUNKENNESS,ALCOHOL,STATE,STAGGER,CONTROL,DRUNK
705,STONKS,MEME,ECONOMY,PROFIT,GROWTH,INVESTMENT
706,ZIMBABWE,AFRICA,NATION,MUGABE,HARARE,INFLATION
707,WEBETE,WEB,IDIOT,IGNORANT,COMMENT,INTERNET
708,GENOESE,GENOA,DIALECT,LIGURIA,GENOESE,REGION
709,YAMAMOTO,DESIGNER,JAPANESE,FASHION,YOHJI,BLACK
710,XYLOPHOBE,WOOD,FEAR,PHOBIA,MATERIAL,TERROR
711,WAFFLE,SWEET,BELGIUM,BREAKFAST,WAFFLE,SQUARES
712,ZOOLANDER,MODEL,MOVIE,COMEDY,BEN,STILLER
713,XANAX,ANXIETY,DRUG,TRANQUILIZER,MEDICINE,BENZODIAZEPINE
714,BOORISH,VILLAIN,RUDE,RUDE,ILL-MANNERED,ROUGH
715,MOSQUITO NET,SUMMER,PROTECTION,INSECTS,BED,WINDOW
716,WASABI,JAPANESE,HOT,GREEN,SUSHI,SAUCE
717,FANTOZZI,ACCOUNTANT,MOVIE,COMEDY,VILLAGE,UNLUCKY
718,XEROX,PHOTOCOPY,COPY,OFFICE,PAPER,MACHINE
719,WAGYU,MEAT,JAPANESE,BEEF,EXPENSIVE,MARBLING
720,XENOGLOSSOPHOBIA,LANGUAGES,FOREIGN,FEAR,SPEAK,PHOBIA
721,ZIPPO,LIGHTER,FLAME,METAL,GASOLINE,COLLECTION
722,WHATSAPP,MESSAGE,APPLICATION,CHAT,PHONE,COMMUNICATE
723,ZOOM,ENLARGEMENT,ZOOM,DETAIL,APPROACH,CAMERA
724,WATERLOO,NAPOLEON,DEFEAT,BATTLE,HISTORY,BELGIUM
725,XENOESTROGENS,CHEMISTRY,HORMONES,POLLUTION,HEALTH,ESTROGENS
726,SLUTTY BEHAVIOR,VULGAR,BEHAVIOR,PROVOCATIVE,ATTITUDE,EXAGGERATED
727,WINDOWS,MICROSOFT,COMPUTER,SYSTEM,OPERATING,GATES
728,ZAPATEADO,DANCE,SPANISH,SHOES,FLAMENCO,RHYTHM
729,WELTANSCHAUUNG,VISION,WORLD,PHILOSOPHY,CONCEPT,GERMAN
730,BOORISH,ILL-MANNERED,RUDE,COUNTRY,ROUGH,VILLAIN
731,WRESTLING,FIGHT,SHOW,RING,WWE,FAKE
732,MOSQUITO COILS,MOSQUITOES,INCENSE,SUMMER,SPIRAL,BURN
733,SAUSAGE,SAUSAGE,GERMAN,MEAT,HOTDOG,VIENNA
734,MINI ZEPPOLA,SWEET,FRIED,CARNIVAL,SUGAR,SMALL
735,WONKISM,STRANGE,BIZARRE,CHOCOLATE,FACTORY,ECCENTRIC
736,GYPSY,GYPSY,NOMAD,COLORFUL,CULTURE,ROMA

737,WOODSTOCK,FESTIVAL,MUSIC,YEARS,SIXTIES,HIPPIE
738,SPOILERONE,ANTICIPATION,REVELATION,PLOT,ENDING,FILM
739,CALABRESE,REGION,NDUJA,BERGAMOT,SOUTH,ITALY
740,DOOMSCROLLING,SOCIAL,NEWS,NEGATIVE,PHONE,SCROLLING
